Issue Key,Summary,Issue Type,Fix Version,Epic Link,Epic Name,Priority,Assignee Persona,Labels,Acceptance Criteria,Evidence Required,Description
S14-E02,S14-E02 — SLO and observability readiness,Epic,S14 Production Readiness & Go-Live,,S14-E02,P2,Shivanshi + Rajal,stage-s14 lifecycle-epic,,,Epic of stage S14 (Production Readiness & Go-Live). See docs/application-lifecycle-bible/stages/.
S14-E02-S01,S14-E02-S01 — Publish SLIs and SLOs,Story,S14 Production Readiness & Go-Live,S14-E02,,P2,Shivanshi + Rajal,stage-s14 lifecycle-story,"Journey-level and component-level, agreed with Product",,"Journey-level and component-level, agreed with Product"
S14-E02-S02,S14-E02-S02 — Agree the error budget policy,Story,S14 Production Readiness & Go-Live,S14-E02,,P2,Shivanshi + Rajal,stage-s14 lifecycle-story,"What happens at each consumption threshold, agreed before launch not after the first breach",,"What happens at each consumption threshold, agreed before launch not after the first breach"
S14-E02-S03,S14-E02-S03 — Build production dashboards,Story,S14 Production Readiness & Go-Live,S14-E02,,P2,Shivanshi + Rajal,stage-s14 lifecycle-story,Technical and business views; the business view usable by the sponsor,,Technical and business views; the business view usable by the sponsor
S14-E02-S04,S14-E02-S04 — Configure production alerting,Story,S14 Production Readiness & Go-Live,S14-E02,,P2,Shivanshi + Rajal,stage-s14 lifecycle-story,"Every alert actionable, routed, runbook-linked, and tested by firing it",,"Every alert actionable, routed, runbook-linked, and tested by firing it"
S14-E02-S05,S14-E02-S05 — Verify end-to-end traceability in production,Story,S14 Production Readiness & Go-Live,S14-E02,,P2,Shivanshi + Rajal,stage-s14 lifecycle-story,"A real journey followed through metrics, logs and traces",,"A real journey followed through metrics, logs and traces"
S14-E03,S14-E03 — Operational readiness review,Epic,S14 Production Readiness & Go-Live,,S14-E03,P2,Shivanshi,stage-s14 lifecycle-epic,,,Epic of stage S14 (Production Readiness & Go-Live). See docs/application-lifecycle-bible/stages/.
S14-E03-S01,S14-E03-S01 — Conduct the ORR against O1–O13,Story,S14 Production Readiness & Go-Live,S14-E03,,P2,Shivanshi,stage-s14 lifecycle-story,Every check evidenced per 08-SRE-READINESS-CANON §5,,Every check evidenced per 08-SRE-READINESS-CANON §5
S14-E03-S02,S14-E03-S02 — Establish on-call,Story,S14 Production Readiness & Go-Live,S14-E03,,P2,Shivanshi,stage-s14 lifecycle-story,"Roster, rotation, escalation, compensation, and someone actually rostered on day one",,"Roster, rotation, escalation, compensation, and someone actually rostered on day one"
S14-E03-S03,S14-E03-S03 — Verify runbooks against production,Story,S14 Production Readiness & Go-Live,S14-E03,,P2,Shivanshi,stage-s14 lifecycle-story,"Procedures valid for the production topology, not just UAT",,"Procedures valid for the production topology, not just UAT"
S14-E03-S04,S14-E03-S04 — Conduct an incident simulation,Story,S14 Production Readiness & Go-Live,S14-E03,,P2,Shivanshi,stage-s14 lifecycle-story,A realistic scenario run end to end with the actual on-call team,,A realistic scenario run end to end with the actual on-call team
S14-E03-S05,S14-E03-S05 — Establish the support model,Story,S14 Production Readiness & Go-Live,S14-E03,,P2,Shivanshi,stage-s14 lifecycle-story,"Tier 1/2/3, business-hours coverage, RM support path, partner escalation",,"Tier 1/2/3, business-hours coverage, RM support path, partner escalation"
S14-E04,S14-E04 — Disaster recovery,Epic,S14 Production Readiness & Go-Live,,S14-E04,P2,Shivanshi + Aarti,stage-s14 lifecycle-epic,,,Epic of stage S14 (Production Readiness & Go-Live). See docs/application-lifecycle-bible/stages/.
S14-E04-S01,S14-E04-S01 — Implement the DR configuration,Story,S14 Production Readiness & Go-Live,S14-E04,,P2,Shivanshi + Aarti,stage-s14 lifecycle-story,Secondary region per the S07 architecture,,Secondary region per the S07 architecture
S14-E04-S02,S14-E04-S02 — Execute a DR test,Story,S14 Production Readiness & Go-Live,S14-E04,,P2,Shivanshi + Aarti,stage-s14 lifecycle-story,"Failover performed; RTO and RPO measured against target, not asserted",,"Failover performed; RTO and RPO measured against target, not asserted"
S14-E04-S03,S14-E04-S03 — Execute a production-grade restore test,Story,S14 Production Readiness & Go-Live,S14-E04,,P2,Shivanshi + Aarti,stage-s14 lifecycle-story,"Restore from production backup to a working state, timed",,"Restore from production backup to a working state, timed"
S14-E04-S04,S14-E04-S04 — Document and rehearse the DR decision,Story,S14 Production Readiness & Go-Live,S14-E04,,P2,Shivanshi + Aarti,stage-s14 lifecycle-story,"Who declares a disaster, on what criteria, and how the decision is communicated",,"Who declares a disaster, on what criteria, and how the decision is communicated"
S14-E05,S14-E05 — Launch management,Epic,S14 Production Readiness & Go-Live,,S14-E05,P2,Kalpana + Rajal,stage-s14 lifecycle-epic,,,Epic of stage S14 (Production Readiness & Go-Live). See docs/application-lifecycle-bible/stages/.
S14-E05-S01,S14-E05-S01 — Build the go-live checklist,Story,S14 Production Readiness & Go-Live,S14-E05,,P2,Kalpana + Rajal,stage-s14 lifecycle-story,"Every item owned, dated and signed",,"Every item owned, dated and signed"
S14-E05-S02,S14-E05-S02 — Define the launch approach,Story,S14 Production Readiness & Go-Live,S14-E05,,P2,Kalpana + Rajal,stage-s14 lifecycle-story,"Pilot cohort, ramp criteria, and the decision points between waves",,"Pilot cohort, ramp criteria, and the decision points between waves"
S14-E05-S03,S14-E05-S03 — Define rollback and contingency,Story,S14 Production Readiness & Go-Live,S14-E05,,P2,Kalpana + Rajal,stage-s14 lifecycle-story,What triggers withdrawal; how in-flight journeys and issued policies are handled,,What triggers withdrawal; how in-flight journeys and issued policies are handled
S14-E05-S04,S14-E05-S04 — Complete business readiness,Story,S14 Production Readiness & Go-Live,S14-E05,,P2,Kalpana + Rajal,stage-s14 lifecycle-story,"RM training delivered, materials published, support briefed, operational procedures live",,"RM training delivered, materials published, support briefed, operational procedures live"
S14-E05-S05,S14-E05-S05 — Plan hypercare,Story,S14 Production Readiness & Go-Live,S14-E05,,P2,Kalpana + Rajal,stage-s14 lifecycle-story,"Duration, staffing, daily review cadence, and the criteria to exit hypercare",,"Duration, staffing, daily review cadence, and the criteria to exit hypercare"
S14-E05-S06,S14-E05-S06 — Obtain go-live approvals,Story,S14 Production Readiness & Go-Live,S14-E05,,P2,Kalpana + Rajal,stage-s14 lifecycle-story,"Every required sign-off recorded before launch, not retrospectively",,"Every required sign-off recorded before launch, not retrospectively"
S14-VT-01,S14-VT-01 — Production matches the certified system,Test,S14 Production Readiness & Go-Live,,,P2,Swapnali / QA,stage-s14 validation-test,"Differences are parameters only, all justified",E3/E4,"Method: Compare production config to UAT and to IaC. Pass: Differences are parameters only, all justified"
S14-VT-02,S14-VT-02 — Alerts fire and route,Test,S14 Production Readiness & Go-Live,,,P2,Swapnali / QA,stage-s14 validation-test,"All fire, route correctly, runbook reachable",E3/E4,"Method: Trigger each alert condition in production. Pass: All fire, route correctly, runbook reachable"
S14-VT-03,S14-VT-03 — On-call can respond,Test,S14 Production Readiness & Go-Live,,,P2,Swapnali / QA,stage-s14 validation-test,Response within target; runbook sufficient,E3/E4,Method: Unannounced incident simulation. Pass: Response within target; runbook sufficient
S14-VT-04,S14-VT-04 — DR works,Test,S14 Production Readiness & Go-Live,,,P2,Swapnali / QA,stage-s14 validation-test,RTO and RPO met and measured,E3/E4,Method: Execute failover. Pass: RTO and RPO met and measured
S14-VT-05,S14-VT-05 — Restore works in production,Test,S14 Production Readiness & Go-Live,,,P2,Swapnali / QA,stage-s14 validation-test,"Working state, timed within RTO",E3/E4,"Method: Restore from a production backup. Pass: Working state, timed within RTO"
S14-VT-06,S14-VT-06 — Rollback works in production,Test,S14 Production Readiness & Go-Live,,,P2,Swapnali / QA,stage-s14 validation-test,Previous version restored; no data loss; in-flight journeys resolvable,E3/E4,Method: Rehearse rollback. Pass: Previous version restored; no data loss; in-flight journeys resolvable
S14-VT-07,S14-VT-07 — The pilot cohort can transact,Test,S14 Production Readiness & Go-Live,,,P2,Swapnali / QA,stage-s14 validation-test,"Policy issued, confirmed, reconciled, audited",E3/E4,"Method: First real sale by a real RM to a real customer. Pass: Policy issued, confirmed, reconciled, audited"
S14-VT-08,S14-VT-08 — Business is ready,Test,S14 Production Readiness & Go-Live,,,P2,Swapnali / QA,stage-s14 validation-test,"Confident, and able to complete the journey without support",E3/E4,"Method: Survey trained RMs. Pass: Confident, and able to complete the journey without support"
S14-VT-09,S14-VT-09 — Support paths work,Test,S14 Production Readiness & Go-Live,,,P2,Swapnali / QA,stage-s14 validation-test,Correctly routed and resolved,E3/E4,Method: Raise a test issue through each support tier. Pass: Correctly routed and resolved
S14-G1,S14-G1 — Production provisioned from IaC and verified,Task,S14 Production Readiness & Go-Live,,,P1,Kalpana / Delivery,stage-s14 gate-criterion,Production provisioned from IaC and verified,E4,Evidence artefact: IaC apply record + verification
S14-G2,S14-G2 — Production credentials and partner connectivity verified,Task,S14 Production Readiness & Go-Live,,,P1,Kalpana / Delivery,stage-s14 gate-criterion,Production credentials and partner connectivity verified,E3,Evidence artefact: Connectivity evidence per partner
S14-G3,S14-G3 — SLOs published; error budget policy agreed,Task,S14 Production Readiness & Go-Live,,,P1,Kalpana / Delivery,stage-s14 gate-criterion,SLOs published; error budget policy agreed,E2,Evidence artefact: Signed SLO document
S14-G4,S14-G4 — Dashboards and alerting live and tested,Task,S14 Production Readiness & Go-Live,,,P1,Kalpana / Delivery,stage-s14 gate-criterion,Dashboards and alerting live and tested,E4,Evidence artefact: Dashboards + alert-fire evidence
S14-G5,S14-G5 — ORR passed against O1–O13,Task,S14 Production Readiness & Go-Live,,,P1,Kalpana / Delivery,stage-s14 gate-criterion,ORR passed against O1–O13,E2,Evidence artefact: Signed ORR record
S14-G6,S14-G6 — On-call staffed with escalation defined,Task,S14 Production Readiness & Go-Live,,,P1,Kalpana / Delivery,stage-s14 gate-criterion,On-call staffed with escalation defined,E1,Evidence artefact: Roster + escalation matrix
S14-G7,S14-G7 — DR test executed; RTO/RPO met,Task,S14 Production Readiness & Go-Live,,,P1,Kalpana / Delivery,stage-s14 gate-criterion,DR test executed; RTO/RPO met,E3,Evidence artefact: DR test record with measured times
S14-G8,S14-G8 — Production restore proven,Task,S14 Production Readiness & Go-Live,,,P1,Kalpana / Delivery,stage-s14 gate-criterion,Production restore proven,E3,Evidence artefact: Restore record
S14-G9,S14-G9 — Rollback rehearsed in production,Task,S14 Production Readiness & Go-Live,,,P1,Kalpana / Delivery,stage-s14 gate-criterion,Rollback rehearsed in production,E3,Evidence artefact: Rehearsal record
S14-G10,S14-G10 — Incident simulation completed,Task,S14 Production Readiness & Go-Live,,,P1,Kalpana / Delivery,stage-s14 gate-criterion,Incident simulation completed,E3,Evidence artefact: Simulation record with findings closed
S14-G11,"S14-G11 — Go-live checklist signed by security, compliance and product",Task,S14 Production Readiness & Go-Live,,,P1,Kalpana / Delivery,stage-s14 gate-criterion,"Go-live checklist signed by security, compliance and product",E2,Evidence artefact: Signed checklist (human signatures)
S14-G12,S14-G12 — Business readiness complete,Task,S14 Production Readiness & Go-Live,,,P1,Kalpana / Delivery,stage-s14 gate-criterion,Business readiness complete,E2,Evidence artefact: Training records + support model sign-off
S14-G13,S14-G13 — Hypercare plan agreed and staffed,Task,S14 Production Readiness & Go-Live,,,P1,Kalpana / Delivery,stage-s14 gate-criterion,Hypercare plan agreed and staffed,E1,Evidence artefact: Plan with named people
S15-E01,S15-E01 — Operate,Epic,"S15 Operate, Evolve & Continuous Assurance",,S15-E01,P3,Shivanshi,stage-s15 lifecycle-epic,,,"Epic of stage S15 (Operate, Evolve & Continuous Assurance). See docs/application-lifecycle-bible/stages/."
S15-E01-S01,S15-E01-S01 — Run the SLO reporting cadence,Story,"S15 Operate, Evolve & Continuous Assurance",S15-E01,,P3,Shivanshi,stage-s15 lifecycle-story,SLO attainment and error budget consumption reported on a fixed rhythm to Product and Delivery,,SLO attainment and error budget consumption reported on a fixed rhythm to Product and Delivery
S15-E01-S02,S15-E01-S02 — Run incident management,Story,"S15 Operate, Evolve & Continuous Assurance",S15-E01,,P3,Shivanshi,stage-s15 lifecycle-story,"Every incident classified, responded to within target, and recorded",,"Every incident classified, responded to within target, and recorded"
S15-E01-S03,S15-E01-S03 — Run blameless postmortems,Story,"S15 Operate, Evolve & Continuous Assurance",S15-E01,,P3,Shivanshi,stage-s15 lifecycle-story,"For every O0 and O1, within 5 working days, with action items in the backlog",,"For every O0 and O1, within 5 working days, with action items in the backlog"
S15-E01-S04,S15-E01-S04 — Track and reduce toil,Story,"S15 Operate, Evolve & Continuous Assurance",S15-E01,,P3,Shivanshi,stage-s15 lifecycle-story,Toil measured; automation prioritised against it,,Toil measured; automation prioritised against it
S15-E01-S05,S15-E01-S05 — Manage capacity proactively,Story,"S15 Operate, Evolve & Continuous Assurance",S15-E01,,P3,Shivanshi,stage-s15 lifecycle-story,"Trend-based forecasting; the Q4 tax-season peak planned for, not reacted to",,"Trend-based forecasting; the Q4 tax-season peak planned for, not reacted to"
S15-E01-S06,S15-E01-S06 — Exit hypercare deliberately,Story,"S15 Operate, Evolve & Continuous Assurance",S15-E01,,P3,Shivanshi,stage-s15 lifecycle-story,"Against the stated criteria, with a handover to steady-state operation",,"Against the stated criteria, with a handover to steady-state operation"
S15-E02,S15-E02 — Business operation,Epic,"S15 Operate, Evolve & Continuous Assurance",,S15-E02,P3,Rajal,stage-s15 lifecycle-epic,,,"Epic of stage S15 (Operate, Evolve & Continuous Assurance). See docs/application-lifecycle-bible/stages/."
